airbnb_id,nbh_id,host_id,lat,lon,city,state,night_price,cleaning_fee,nights_booked,rental_income,property_type,room_count,bed_count,max_capacity,star_rating,total_reviews,date_created,date_updated
27926753,275678,30325450,37.8175,-122.254,Oakland,CA,209.0,90,115,2003,Apartment,1,1,2,5,60,2020-11-01,2020-11-01
27926836,275678,30763287,37.8433,-122.264,Oakland,CA,194.0,95,34,942,Apartment,2,2,4,5,14,2020-11-01,2020-11-01
27926746,275678,30907159,37.8413,-122.255,Oakland,CA,72.0,90,324,1944,Guest suite,1,2,4,5,90,2020-11-01,2020-11-01
27926767,275678,31057265,37.8267,-122.265,Oakland,CA,67.0,25,255,1424,Guesthouse,1,1,2,5,73,2020-11-01,2020-11-01
27926401,275678,31573,37.833,-122.25,Oakland,CA,170.0,85,298,4222,House,3,3,5,5,122,2020-11-01,2020-11-01
27926770,275678,32107019,37.8241,-122.261,Oakland,CA,94.0,95,300,2350,Guesthouse,0,2,3,5,99,2020-11-01,2020-11-01
27926449,275678,3238531,37.8356,-122.264,Oakland,CA,104.0,60,259,2245,Apartment,2,2,4,5,82,2020-11-01,2020-11-01
27926777,275678,32813879,37.8272,-122.259,Oakland,CA,149.0,65,262,3253,Cottage,2,2,4,5,48,2020-11-01,2020-11-01
27926794,275678,33471543,37.8322,-122.269,Oakland,CA,79.0,80,139,915,House,1,1,2,5,8,2020-11-01,2020-11-01
27923952,115295,10050827,34.1718,-118.338,Los Angeles,CA,101.0,40,279,2348,Guesthouse,1,1,3,5,180,2020-11-01,2020-11-01
27924061,115295,10283901,34.1638,-118.315,Los Angeles,CA,103.0,60,311,2669,Apartment,2,3,5,5,236,2020-11-01,2020-11-01
27924319,115295,10343599,34.1243,-118.336,Los Angeles,CA,123.0,200,61,3752,Condominium,2,3,4,5,28,2020-11-01,2020-11-01
27923831,115295,1040399,34.0962,-118.285,Los Angeles,CA,135.0,95,239,2689,Guest suite,1,2,4,5,199,2020-11-01,2020-11-01
27924021,115295,10459888,34.1622,-118.3,Los Angeles,CA,90.0,140,303,2273,Apartment,1,1,2,5,15,2020-11-01,2020-11-01
27924196,115295,10547752,34.1756,-118.332,Los Angeles,CA,130.0,75,332,3597,Guesthouse,1,1,3,5,131,2020-11-01,2020-11-01
27923783,115295,10566503,34.1055,-118.314,Los Angeles,CA,78.0,65,215,1398,Guest suite,1,1,2,5,230,2020-11-01,2020-11-01
27923780,115295,10575510,34.1044,-118.329,Los Angeles,CA,177.0,149,214,3157,Apartment,2,4,6,5,201,2020-11-01,2020-11-01
27923937,115295,10902750,34.1384,-118.261,Los Angeles,CA,108.0,150,274,2466,Apartment,0,1,2,5,120,2020-11-01,2020-11-01
27923832,115295,11128668,34.1268,-118.348,Los Angeles,CA,121.0,85,239,2410,Apartment,2,3,6,5,322,2020-11-01,2020-11-01
27923803,115295,11150118,34.1096,-118.274,Los Angeles,CA,97.0,100,223,1803,Apartment,0,1,2,5,200,2020-11-01,2020-11-01
27923733,115295,11399857,34.1488,-118.343,Los Angeles,CA,197.0,99,198,3251,Condominium,2,2,5,5,188,2020-11-01,2020-11-01
27923706,115295,11479812,34.111,-118.312,Los Angeles,CA,89.0,0,175,1416,Apartment,1,1,3,5,61,2020-11-01,2020-11-01
27924047,115295,11554523,34.1072,-118.34,Los Angeles,CA,242.0,170,310,6252,Villa,2,2,3,5,106,2020-11-01,2020-11-01
27924110,115295,12006979,34.1041,-118.332,Los Angeles,CA,136.0,45,316,3581,Apartment,1,2,4,5,274,2020-11-01,2020-11-01
27923766,115295,12274905,34.1258,-118.349,Los Angeles,CA,250.0,120,52,4333,House,1,1,3,5,93,2020-11-01,2020-11-01
27923805,115295,1233330,34.1594,-118.304,Los Angeles,CA,224.0,150,224,4181,Guesthouse,1,1,4,5,153,2020-11-01,2020-11-01
27924222,115295,12731932,34.1113,-118.252,Los Angeles,CA,91.0,60,336,2548,House,0,1,2,5,109,2020-11-01,2020-11-01
27923721,115295,12933745,34.1507,-118.254,Los Angeles,CA,147.0,100,195,2389,Condominium,2,2,6,5,63,2020-11-01,2020-11-01
27923976,115295,1309326,34.0976,-118.338,Los Angeles,CA,54.0,70,71,1278,Apartment,1,1,2,5,133,2020-11-01,2020-11-01
27923913,115295,1313414,34.1654,-118.329,Los Angeles,CA,83.0,45,262,1812,Guesthouse,1,1,2,5,283,2020-11-01,2020-11-01
27923989,115295,1316362,34.1605,-118.303,Los Angeles,CA,257.0,194,292,6254,Guesthouse,2,3,5,5,169,2020-11-01,2020-11-01
27923847,115295,13236803,34.1679,-118.305,Los Angeles,CA,127.0,139,244,2582,House,2,3,5,4,26,2020-11-01,2020-11-01
27923644,115295,13249560,34.1491,-118.346,Los Angeles,CA,200.0,125,174,2900,Guesthouse,2,0,4,5,58,2020-11-01,2020-11-01
27923865,115295,13395734,34.1233,-118.342,Los Angeles,CA,124.0,125,125,2583,House,2,2,4,5,249,2020-11-01,2020-11-01
27923808,115295,13416598,34.0998,-118.271,Los Angeles,CA,104.0,37,227,1967,Guesthouse,1,1,2,5,385,2020-11-01,2020-11-01
27923828,115295,13434856,34.1622,-118.3,Los Angeles,CA,86.0,125,237,1699,Apartment,1,1,2,5,31,2020-11-01,2020-11-01
27923916,115295,13942286,34.1786,-118.272,Los Angeles,CA,123.0,60,263,2696,House,2,3,5,5,172,2020-11-01,2020-11-01
27923743,115295,13993414,34.1185,-118.324,Los Angeles,CA,283.0,100,183,4708,House,3,4,8,5,105,2020-11-01,2020-11-01
27924080,115295,14016400,34.1609,-118.297,Los Angeles,CA,111.0,75,312,2886,Guesthouse,0,1,2,5,184,2020-11-01,2020-11-01
27923794,115295,14125614,34.1102,-118.252,Los Angeles,CA,187.0,125,219,3413,House,2,2,5,5,129,2020-11-01,2020-11-01
27923578,115295,14138405,34.11,-118.252,Los Angeles,CA,182.0,145,153,2321,Apartment,2,2,5,5,195,2020-11-01,2020-11-01
27923846,115295,14216254,34.1152,-118.274,Los Angeles,CA,125.0,250,202,2525,Apartment,2,2,4,5,9,2020-11-01,2020-11-01
27923921,115295,14255198,34.0995,-118.345,Los Angeles,CA,274.0,150,176,6028,Apartment,3,4,6,5,81,2020-11-01,2020-11-01
27923806,115295,14447855,34.0959,-118.302,Los Angeles,CA,122.0,99,226,2298,Apartment,1,1,3,5,42,2020-11-01,2020-11-01
27924231,115295,14693284,34.1274,-118.328,Los Angeles,CA,146.0,75,280,4088,Guesthouse,1,1,4,5,26,2020-11-01,2020-11-01
27923750,115295,14815875,34.1722,-118.293,Los Angeles,CA,97.0,65,201,1625,House,1,2,4,4,83,2020-11-01,2020-11-01
27924300,115295,14852492,34.1064,-118.323,Los Angeles,CA,93.0,75,362,2806,Apartment,1,1,4,5,16,2020-11-01,2020-11-01
27923762,115295,14993819,34.1063,-118.322,Los Angeles,CA,100.0,75,188,1709,Apartment,1,2,4,5,23,2020-11-01,2020-11-01
27923907,115295,15059763,34.1769,-118.344,Los Angeles,CA,174.0,175,261,3785,House,4,4,9,5,216,2020-11-01,2020-11-01
27923700,115295,15069489,34.0996,-118.345,Los Angeles,CA,152.0,90,190,2407,Apartment,0,2,4,5,86,2020-11-01,2020-11-01
27923912,115295,15224549,34.1244,-118.344,Los Angeles,CA,119.0,105,262,2598,Guest suite,1,2,2,5,88,2020-11-01,2020-11-01
27923993,115295,15358001,34.0955,-118.248,Los Angeles,CA,84.0,69,197,2069,Bungalow,1,1,3,5,40,2020-11-01,2020-11-01
27924285,115295,15364015,34.1734,-118.284,Los Angeles,CA,130.0,120,352,3813,House,2,3,6,5,71,2020-11-01,2020-11-01
27923770,115295,15399593,34.1555,-118.338,Los Angeles,CA,141.0,120,207,2432,Apartment,1,2,3,5,122,2020-11-01,2020-11-01
27923876,115295,15437506,34.0976,-118.302,Los Angeles,CA,109.0,95,253,2298,Bungalow,2,2,5,5,189,2020-11-01,2020-11-01
27924258,115295,15677063,34.1449,-118.262,Los Angeles,CA,79.0,30,343,2258,Apartment,1,2,3,5,144,2020-11-01,2020-11-01
27924097,115295,15722831,34.0953,-118.345,Los Angeles,CA,88.0,85,314,2303,Apartment,1,1,2,5,256,2020-11-01,2020-11-01
27924150,115295,15974796,34.1014,-118.253,Los Angeles,CA,74.0,50,323,1992,Guest suite,1,1,2,5,187,2020-11-01,2020-11-01
27923595,115295,16005864,34.1095,-118.251,Los Angeles,CA,167.0,155,157,2185,Apartment,2,3,4,5,158,2020-11-01,2020-11-01
27923593,115295,16072625,34.0956,-118.301,Los Angeles,CA,81.0,175,157,1060,Apartment,1,2,4,5,4,2020-11-01,2020-11-01
27923901,115295,16259562,34.1099,-118.27,Los Angeles,CA,169.0,60,215,3634,Apartment,2,2,4,5,11,2020-11-01,2020-11-01
27923560,115295,1628111,34.0997,-118.338,Los Angeles,CA,59.0,50,87,733,Apartment,0,1,2,4,26,2020-11-01,2020-11-01
27923566,115295,16324518,34.0959,-118.345,Los Angeles,CA,93.0,50,113,1168,Apartment,1,2,4,5,53,2020-11-01,2020-11-01
27923582,115295,16417715,34.0957,-118.345,Los Angeles,CA,94.0,50,154,1206,Apartment,1,2,3,5,109,2020-11-01,2020-11-01
27923790,115295,16508443,34.0963,-118.302,Los Angeles,CA,97.0,200,217,1754,Apartment,1,2,6,5,124,2020-11-01,2020-11-01
27923664,115295,16508623,34.0963,-118.302,Los Angeles,CA,108.0,200,180,1620,Apartment,1,2,6,5,102,2020-11-01,2020-11-01
27923598,115295,16546932,34.0992,-118.344,Los Angeles,CA,151.0,90,157,1976,Apartment,0,2,4,5,88,2020-11-01,2020-11-01
27924129,115295,16618090,34.1225,-118.322,Los Angeles,CA,100.0,70,320,2667,Guest suite,1,2,4,5,184,2020-11-01,2020-11-01
27923784,115295,16636942,34.0959,-118.347,Los Angeles,CA,62.0,100,90,1116,Bungalow,1,1,1,5,13,2020-11-01,2020-11-01
27942019,32059,1040399,34.0962,-118.285,Los Angeles,CA,135.0,95,239,2689,Guest suite,1,2,4,5,199,2020-11-15,2020-11-15
27941261,32059,10588426,34.0898,-118.308,Los Angeles,CA,77.0,150,148,950,Apartment,2,4,6,5,73,2020-11-15,2020-11-15
27941517,32059,11187971,34.088,-118.291,Los Angeles,CA,88.0,45,61,1342,Apartment,0,1,2,5,119,2020-11-15,2020-11-15
27941431,32059,11575159,34.0854,-118.309,Los Angeles,CA,101.0,98,102,1472,Apartment,2,2,5,5,26,2020-11-15,2020-11-15
27942111,32059,11680340,34.0873,-118.314,Los Angeles,CA,101.0,100,248,2087,Apartment,1,1,2,5,65,2020-11-15,2020-11-15
27942523,32059,12006979,34.1041,-118.332,Los Angeles,CA,136.0,45,316,3581,Apartment,1,2,4,5,274,2020-11-15,2020-11-15
27941344,32059,12447224,34.0837,-118.342,Los Angeles,CA,85.0,100,156,1105,Apartment,1,1,2,5,29,2020-11-15,2020-11-15
27942653,32059,12811900,34.0935,-118.322,Los Angeles,CA,78.0,50,356,2314,Apartment,1,1,2,5,173,2020-11-15,2020-11-15
27942365,32059,1309326,34.0976,-118.338,Los Angeles,CA,54.0,70,71,1278,Apartment,1,1,2,5,133,2020-11-15,2020-11-15
27941961,32059,13362097,34.094,-118.332,Los Angeles,CA,190.0,80,225,3563,Townhouse,2,2,4,5,213,2020-11-15,2020-11-15
27941303,32059,13466100,34.095,-118.34,Los Angeles,CA,305.0,180,50,3813,House,2,2,6,5,89,2020-11-15,2020-11-15
27942422,32059,13579069,34.0943,-118.346,Los Angeles,CA,90.0,50,296,2220,Apartment,1,2,4,5,139,2020-11-15,2020-11-15
27942253,32059,14255198,34.0995,-118.345,Los Angeles,CA,274.0,150,176,6028,Apartment,3,4,6,5,81,2020-11-15,2020-11-15
27941914,32059,14618874,34.0933,-118.339,Los Angeles,CA,98.0,60,221,1805,Apartment,0,1,2,5,80,2020-11-15,2020-11-15
27942676,32059,14852492,34.1064,-118.323,Los Angeles,CA,93.0,75,362,2806,Apartment,1,1,4,5,16,2020-11-15,2020-11-15
27941730,32059,14993819,34.1063,-118.322,Los Angeles,CA,100.0,75,188,1709,Apartment,1,2,4,5,23,2020-11-15,2020-11-15
27941600,32059,15069489,34.0996,-118.345,Los Angeles,CA,152.0,90,190,2407,Apartment,0,2,4,5,86,2020-11-15,2020-11-15
27941589,32059,15419489,34.0837,-118.328,Los Angeles,CA,248.0,150,189,3906,Condominium,3,3,4,5,64,2020-11-15,2020-11-15
27942288,32059,15466336,34.0935,-118.341,Los Angeles,CA,153.0,80,270,3443,Apartment,2,2,6,5,52,2020-11-15,2020-11-15
27942648,32059,15931280,34.0938,-118.284,Los Angeles,CA,132.0,125,355,3905,Apartment,2,3,6,5,110,2020-11-15,2020-11-15
27941999,32059,16158235,34.088,-118.31,Los Angeles,CA,144.0,150,231,2772,Apartment,3,5,8,5,134,2020-11-15,2020-11-15
27941704,32059,16177435,34.0875,-118.31,Los Angeles,CA,126.0,150,203,2132,Apartment,3,4,8,4,129,2020-11-15,2020-11-15
27941288,32059,1628111,34.0997,-118.338,Los Angeles,CA,59.0,50,87,733,Apartment,0,1,2,4,26,2020-11-15,2020-11-15
27941307,32059,16324518,34.0959,-118.345,Los Angeles,CA,93.0,50,113,1168,Apartment,1,2,4,5,53,2020-11-15,2020-11-15
27942554,32059,16369295,34.0926,-118.33,Los Angeles,CA,153.0,150,161,4106,Bungalow,2,2,4,5,19,2020-11-15,2020-11-15
27942374,32059,16375657,34.1003,-118.353,Los Angeles,CA,262.0,210,240,6288,House,2,2,4,5,121,2020-11-15,2020-11-15
27941327,32059,16417715,34.0957,-118.345,Los Angeles,CA,94.0,50,154,1206,Apartment,1,2,3,5,109,2020-11-15,2020-11-15
27941318,32059,16418296,34.0945,-118.345,Los Angeles,CA,87.0,50,152,1102,Apartment,1,2,2,5,133,2020-11-15,2020-11-15
27941490,32059,16508623,34.0963,-118.302,Los Angeles,CA,108.0,200,180,1620,Apartment,1,2,6,5,102,2020-11-15,2020-11-15
27941348,32059,16546932,34.0992,-118.344,Los Angeles,CA,151.0,90,157,1976,Apartment,0,2,4,5,88,2020-11-15,2020-11-15
27941831,32059,16636942,34.0959,-118.347,Los Angeles,CA,62.0,100,90,1116,Bungalow,1,1,1,5,13,2020-11-15,2020-11-15
27942602,32059,17168950,34.0958,-118.351,Los Angeles,CA,117.0,98,305,3244,Apartment,3,3,6,5,146,2020-11-15,2020-11-15
27941879,32059,17384966,34.0961,-118.302,Los Angeles,CA,79.0,175,217,1429,Apartment,1,2,2,5,3,2020-11-15,2020-11-15
27941575,32059,17762861,34.0857,-118.331,Los Angeles,CA,77.0,65,187,1200,Apartment,0,1,2,4,132,2020-11-15,2020-11-15
27942016,32059,17807327,34.0955,-118.341,Los Angeles,CA,89.0,50,238,1765,Guesthouse,1,1,3,5,157,2020-11-15,2020-11-15
27941644,32059,17945048,34.0875,-118.316,Los Angeles,CA,281.0,140,194,4543,Townhouse,4,5,12,5,171,2020-11-15,2020-11-15
27942477,32059,18007304,34.1096,-118.332,Los Angeles,CA,76.0,50,310,1963,Guest suite,0,1,2,5,281,2020-11-15,2020-11-15
27941416,32059,18634858,34.0859,-118.337,Los Angeles,CA,86.0,45,128,1223,Apartment,0,0,2,5,163,2020-11-15,2020-11-15
27941988,32059,18650567,34.093,-118.288,Los Angeles,CA,79.0,150,135,1524,Apartment,2,4,6,5,46,2020-11-15,2020-11-15
27941955,32059,18654575,34.0944,-118.286,Los Angeles,CA,82.0,150,131,1535,Apartment,2,3,6,5,45,2020-11-15,2020-11-15
27941381,32059,18658155,34.1106,-118.332,Los Angeles,CA,89.0,75,168,1246,Guest suite,1,3,4,5,176,2020-11-15,2020-11-15
27941145,32059,18669432,34.1074,-118.342,Los Angeles,CA,199.0,95,124,2056,Guesthouse,1,1,3,5,51,2020-11-15,2020-11-15
27942587,32059,1875734,34.0976,-118.336,Los Angeles,CA,56.0,80,220,1540,Apartment,0,0,2,4,52,2020-11-15,2020-11-15
27942410,32059,18856961,34.0973,-118.317,Los Angeles,CA,102.0,60,292,2482,Apartment,1,1,3,5,79,2020-11-15,2020-11-15
27942166,32059,1894105,34.0947,-118.34,Los Angeles,CA,115.0,60,254,2434,Apartment,0,1,2,5,179,2020-11-15,2020-11-15
27942211,32059,19223083,34.1094,-118.329,Los Angeles,CA,158.0,120,43,3397,House,2,2,4,5,65,2020-11-15,2020-11-15
27942592,32059,19390888,34.1014,-118.297,Los Angeles,CA,84.0,150,330,2310,Apartment,2,2,4,5,114,2020-11-15,2020-11-15
27942104,32059,19530818,34.0975,-118.283,Los Angeles,CA,129.0,150,205,2645,Townhouse,2,3,6,5,26,2020-11-15,2020-11-15
27942485,32059,19547955,34.0894,-118.307,Los Angeles,CA,78.0,125,311,2022,Apartment,2,4,6,4,63,2020-11-15,2020-11-15
27942565,32059,19551799,34.098,-118.318,Los Angeles,CA,148.0,180,297,3996,Townhouse,3,7,11,5,61,2020-11-15,2020-11-15
27942630,32059,19552577,34.0995,-118.317,Los Angeles,CA,145.0,180,319,4205,Townhouse,3,6,8,5,52,2020-11-15,2020-11-15
27941385,32059,19627771,34.1021,-118.344,Los Angeles,CA,162.0,90,112,2268,Apartment,1,3,5,5,29,2020-11-15,2020-11-15
27942442,32059,19634246,34.1065,-118.3,Los Angeles,CA,237.0,175,226,5951,Townhouse,4,5,8,5,89,2020-11-15,2020-11-15
27941629,32059,19644151,34.0877,-118.308,Los Angeles,CA,130.0,90,193,2091,Apartment,2,3,6,4,124,2020-11-15,2020-11-15
27942400,32059,19662242,34.1011,-118.343,Los Angeles,CA,192.0,120,291,4656,Townhouse,3,4,6,5,174,2020-11-15,2020-11-15
27942250,32059,19702606,34.0992,-118.327,Los Angeles,CA,105.0,79,263,2301,Apartment,1,2,4,5,238,2020-11-15,2020-11-15
27941245,32059,19715905,34.1049,-118.342,Los Angeles,CA,72.0,150,36,864,Apartment,0,1,2,4,5,2020-11-15,2020-11-15
27942056,32059,20170698,34.0988,-118.297,Los Angeles,CA,125.0,70,244,2542,Guesthouse,1,1,2,5,59,2020-11-15,2020-11-15
27942208,32059,20305994,34.1003,-118.342,Los Angeles,CA,173.0,99,258,3720,Apartment,1,1,2,5,75,2020-11-15,2020-11-15
27941659,32059,20385210,34.1215,-118.369,Los Angeles,CA,383.0,240,196,6256,Chalet,2,2,6,5,27,2020-11-15,2020-11-15
27804834,268404,10887646,34.0512,-118.263,Los Angeles,CA,149.0,129,315,3911,Apartment,2,4,6,5,184,2020-10-30,2020-10-30
27804888,268404,1201385,34.061,-118.287,Los Angeles,CA,146.0,75,97,2832,Apartment,2,2,4,5,169,2020-10-30,2020-10-30
27804907,268404,12390777,34.0525,-118.261,Los Angeles,CA,124.0,80,244,2521,Apartment,1,3,6,5,174,2020-10-30,2020-10-30
27805018,268404,13769379,34.0415,-118.257,Los Angeles,CA,155.0,85,267,3449,Apartment,2,3,6,5,184,2020-10-30,2020-10-30
27804958,268404,13912832,34.0412,-118.257,Los Angeles,CA,126.0,75,286,3003,Apartment,1,2,4,5,184,2020-10-30,2020-10-30
27804898,268404,14200871,34.0461,-118.263,Los Angeles,CA,120.0,150,248,2480,Loft,1,2,2,5,8,2020-10-30,2020-10-30
27805014,268404,14637846,34.0427,-118.279,Los Angeles,CA,167.0,150,349,4857,Townhouse,3,3,6,5,85,2020-10-30,2020-10-30
27804913,268404,14640082,34.0329,-118.264,Los Angeles,CA,89.0,35,91,2700,Apartment,1,2,4,4,130,2020-10-30,2020-10-30
27804877,268404,15449574,34.0427,-118.257,Los Angeles,CA,375.0,0,126,3938,Serviced apartment,2,2,4,5,61,2020-10-30,2020-10-30
27804926,268404,15452236,34.0525,-118.263,Los Angeles,CA,234.0,95,192,5616,Loft,1,1,2,5,105,2020-10-30,2020-10-30
27804872,268404,15678364,34.0455,-118.274,Los Angeles,CA,190.0,130,233,3689,House,3,6,10,4,145,2020-10-30,2020-10-30
27804983,268404,16397087,34.0514,-118.261,Los Angeles,CA,220.0,80,283,5188,Apartment,2,4,7,5,218,2020-10-30,2020-10-30
27804936,268404,16414012,34.0582,-118.271,Los Angeles,CA,59.0,49,231,1136,Apartment,1,0,2,5,58,2020-10-30,2020-10-30
27804997,268404,17177397,34.0376,-118.268,Los Angeles,CA,63.0,120,326,1712,Apartment,0,1,2,5,183,2020-10-30,2020-10-30
27804798,268404,1759806,34.0467,-118.257,Los Angeles,CA,139.0,95,131,1517,Loft,1,1,2,5,263,2020-10-30,2020-10-30
27804882,268404,17718215,34.0432,-118.261,Los Angeles,CA,322.0,95,190,5098,Apartment,2,3,8,4,26,2020-10-30,2020-10-30
27804812,268404,18896653,34.0351,-118.283,Los Angeles,CA,70.0,50,306,1785,Serviced apartment,0,1,2,5,211,2020-10-30,2020-10-30
27804862,268404,18897249,34.0341,-118.283,Los Angeles,CA,91.0,100,273,2070,Serviced apartment,1,1,3,5,160,2020-10-30,2020-10-30
27804784,268404,18979747,34.0593,-118.291,Los Angeles,CA,71.0,35,159,941,Apartment,0,2,4,5,51,2020-10-30,2020-10-30
27804903,268404,18979866,34.0603,-118.29,Los Angeles,CA,69.0,35,271,1558,Apartment,0,2,4,5,138,2020-10-30,2020-10-30
27804892,268404,19645928,34.054,-118.261,Los Angeles,CA,147.0,100,144,1764,Apartment,1,4,6,5,130,2020-10-30,2020-10-30
27804940,268404,19664497,34.054,-118.263,Los Angeles,CA,240.0,95,66,3960,Apartment,1,2,5,5,23,2020-10-30,2020-10-30
27804858,268404,19695800,34.0522,-118.262,Los Angeles,CA,132.0,125,165,1815,Apartment,2,2,6,5,68,2020-10-30,2020-10-30
27804948,268404,19844048,34.0449,-118.259,Los Angeles,CA,149.0,110,254,3154,Serviced apartment,2,3,6,5,109,2020-10-30,2020-10-30
27804771,268404,19933846,34.0512,-118.265,Los Angeles,CA,141.0,120,245,2879,Serviced apartment,2,5,6,5,136,2020-10-30,2020-10-30
27804852,268404,19969055,34.0489,-118.262,Los Angeles,CA,220.0,80,249,4565,Apartment,2,4,7,5,179,2020-10-30,2020-10-30
27804868,268404,20127455,34.0531,-118.262,Los Angeles,CA,111.0,99,273,2525,Apartment,1,2,5,5,154,2020-10-30,2020-10-30
27804930,268404,20177761,34.0504,-118.258,Los Angeles,CA,184.0,99,226,3465,Condominium,2,4,8,5,87,2020-10-30,2020-10-30
27804728,268404,21363523,34.0539,-118.264,Los Angeles,CA,103.0,50,299,2566,Apartment,0,1,2,5,125,2020-10-30,2020-10-30
27804819,268404,21801806,34.0412,-118.263,Los Angeles,CA,150.0,75,212,2650,Apartment,0,2,4,5,73,2020-10-30,2020-10-30
27805699,268404,21986064,34.0434,-118.261,Los Angeles,CA,101.0,90,46,929,Loft,2,4,5,5,18,2020-10-30,2020-10-30
27804758,268404,22013150,34.034,-118.266,Los Angeles,CA,64.0,150,244,1301,Apartment,0,1,2,4,43,2020-10-30,2020-10-30
27804966,268404,22109264,34.0407,-118.263,Los Angeles,CA,173.0,110,185,2667,Serviced apartment,2,2,6,5,131,2020-10-30,2020-10-30
27804748,268404,22279739,34.0533,-118.29,Los Angeles,CA,340.0,99,145,4108,Apartment,2,2,6,5,96,2020-10-30,2020-10-30
27804961,268404,22556252,34.0516,-118.265,Los Angeles,CA,106.0,50,300,2650,Apartment,1,2,3,5,138,2020-10-30,2020-10-30
27804827,268404,22940761,34.0488,-118.262,Los Angeles,CA,139.0,75,232,2687,Apartment,0,2,4,5,86,2020-10-30,2020-10-30
27805963,268404,23168043,34.0539,-118.261,Los Angeles,CA,102.0,245,61,3111,Apartment,1,1,2,5,3,2020-10-30,2020-10-30
27805934,268404,23187147,34.053,-118.261,Los Angeles,CA,105.0,164,61,3203,Apartment,1,1,2,5,4,2020-10-30,2020-10-30
27805049,268404,23187451,34.0539,-118.262,Los Angeles,CA,107.0,232,153,3274,Apartment,1,1,3,4,5,2020-10-30,2020-10-30
27804954,268404,23382703,34.0392,-118.263,Los Angeles,CA,160.0,110,243,3240,Serviced apartment,2,3,6,5,102,2020-10-30,2020-10-30
27805004,268404,23482963,34.0493,-118.258,Los Angeles,CA,164.0,119,277,3786,Condominium,1,2,6,5,125,2020-10-30,2020-10-30
27804990,268404,23684543,34.0366,-118.267,Los Angeles,CA,67.0,120,242,1351,Apartment,0,1,2,5,77,2020-10-30,2020-10-30
27804976,268404,24228073,34.0477,-118.259,Los Angeles,CA,129.0,139,366,3935,Serviced apartment,1,1,4,5,26,2020-10-30,2020-10-30
27804980,268404,24756690,34.0522,-118.265,Los Angeles,CA,57.0,70,127,603,Apartment,0,0,2,5,5,2020-10-30,2020-10-30
27804987,268404,24757213,34.0494,-118.264,Los Angeles,CA,139.0,65,289,3348,Condominium,1,3,5,5,100,2020-10-30,2020-10-30
27804736,268404,24829333,34.0574,-118.288,Los Angeles,CA,66.0,95,302,1661,Apartment,1,1,2,5,96,2020-10-30,2020-10-30
27805583,268404,25127100,34.0504,-118.263,Los Angeles,CA,186.0,80,30,698,Apartment,2,3,6,5,5,2020-10-30,2020-10-30
27805119,268404,25253134,34.0535,-118.266,Los Angeles,CA,139.0,69,159,1842,Apartment,1,2,4,5,61,2020-10-30,2020-10-30
27804973,268404,25865858,34.0399,-118.265,Los Angeles,CA,166.0,110,269,3721,Serviced apartment,2,3,6,5,135,2020-10-30,2020-10-30
27805011,268404,26079430,34.0457,-118.257,Los Angeles,CA,130.0,225,279,3023,Apartment,3,3,7,5,51,2020-10-30,2020-10-30
27805092,268404,26141104,34.0542,-118.261,Los Angeles,CA,197.0,129,266,4367,Apartment,2,2,8,5,33,2020-10-30,2020-10-30
27804951,268404,26141105,34.0533,-118.261,Los Angeles,CA,145.0,95,278,3359,Apartment,1,1,5,5,65,2020-10-30,2020-10-30
27805408,268404,26284024,34.0417,-118.267,Los Angeles,CA,281.0,99,228,6407,Apartment,2,3,7,5,23,2020-10-30,2020-10-30
27804994,268404,26773411,34.0452,-118.259,Los Angeles,CA,103.0,45,358,3073,Apartment,0,2,3,5,186,2020-10-30,2020-10-30
27805787,268404,27024420,34.0411,-118.258,Los Angeles,CA,363.0,195,23,2783,Condominium,2,3,6,5,3,2020-10-30,2020-10-30
27805207,268404,27239622,34.0494,-118.279,Los Angeles,CA,923.0,565,29,2231,House,8,14,12,5,13,2020-10-30,2020-10-30
27804765,268404,27311456,34.0506,-118.265,Los Angeles,CA,163.0,110,337,4578,Apartment,2,2,6,5,57,2020-10-30,2020-10-30
27805008,268404,27762832,34.0396,-118.265,Los Angeles,CA,201.0,110,208,3484,Serviced apartment,2,5,6,5,68,2020-10-30,2020-10-30
27804721,268404,2843388,34.0465,-118.261,Los Angeles,CA,138.0,135,303,3485,Loft,1,1,2,5,14,2020-10-30,2020-10-30
27805053,268404,28539915,34.053,-118.262,Los Angeles,CA,129.0,89,322,3462,Apartment,2,3,6,5,75,2020-10-30,2020-10-30
27806335,276450,10068100,34.0893,-118.37,Los Angeles,CA,87.0,0,196,2132,Condominium,0,1,2,5,13,2020-10-30,2020-10-30
27805896,276450,10071827,34.0703,-118.374,Los Angeles,CA,130.0,100,191,2069,Guest suite,1,2,4,5,147,2020-10-30,2020-10-30
27806417,276450,1014088,34.0828,-118.353,Los Angeles,CA,115.0,0,310,2971,Guest suite,1,1,1,5,45,2020-10-30,2020-10-30
27806289,276450,10293704,34.0683,-118.382,Los Angeles,CA,250.0,150,94,5875,Apartment,2,3,4,5,12,2020-10-30,2020-10-30
27806300,276450,10968712,34.088,-118.384,Los Angeles,CA,81.0,0,285,1924,Condominium,0,0,2,5,23,2020-10-30,2020-10-30
27805961,276450,11141109,34.0677,-118.372,Los Angeles,CA,96.0,40,205,1640,Guesthouse,1,1,2,5,134,2020-10-30,2020-10-30
27806476,276450,11462115,34.089,-118.372,Los Angeles,CA,120.0,0,322,3220,Condominium,1,1,2,5,26,2020-10-30,2020-10-30
