info_id,nbh_id,bed_number,count,min,max,avg,rental_income,median_value,median_night_rate,median_occupancy
1048,271360,7,1,6368,6368,6368.0,6195.4694444444,6368.0,398,52
1049,271303,0,17,1112,2863,1974.4705882353,2134.2361111111,1872.0,110,58
1050,271303,1,94,988,5735,2579.1382978723,2606.5815972222,2329.0,118,67
1051,271303,2,102,1137,7037,3386.4901960784,3497.7138888889,3200.0,168,65
1052,271303,3,62,1383,11136,5106.5806451613,4999.2326388889,4245.5,293,56
1053,271303,4,20,4324,11067,6863.25,6286.3645833333,6973.0,442,48
1054,271303,5,5,5467,9032,6918.6,7140.8194444444,6771.0,569,43
1055,271303,6,2,6478,13230,9854.0,9289.3513888889,9854.0,612,52
1056,271303,7,1,9028,9028,9028.0,8918.3694444444,9028.0,488,61
1057,271303,-1,2,1729,2878,2303.5,2590.2833333333,2303.5,94,80
1058,271325,0,26,629,3000,1818.0,2171.2177083333,1820.5,105,62
1059,271325,1,93,895,4201,2116.8064516129,2267.4611111111,1997.0,111,61
1060,271325,2,84,1012,6076,3000.9404761905,3064.7833333333,3042.0,169,57
1061,271325,3,58,1825,10437,4678.4482758621,4370.5201388889,4123.0,254,56
1062,271325,4,29,2250,9753,6105.275862069,6314.2972222222,5923.0,454,47
1063,271325,5,14,5839,18557,11459.0,13080.5861111111,10702.0,655,67
1064,271325,6,2,5308,10819,8063.5,7535.2475694444,8063.5,626,42
1065,271574,0,17,566,3596,1988.0588235294,1683.6638888889,1872.0,108,47
1066,271574,1,89,790,4464,2050.0561797753,2142.7527777778,1806.0,98,64
1067,271574,2,83,1017,7029,3220.0361445783,2967.6527777778,3162.0,170,55
1068,271574,3,74,1383,11136,5044.4189189189,4880.3541666667,4399.0,288,56
1069,271574,4,22,2569,9855,6062.0454545455,5497.6604166667,6162.5,446,42
1070,271574,5,9,5467,13701,7558.1111111111,7446.0,6771.0,565,45
1071,271574,6,3,6478,9719,7960.3333333333,9306.2833333333,7684.0,549,57
1072,271574,7,2,6368,9028,7698.0,7495.3256944444,7698.0,443,57
1073,271574,-1,1,1729,1729,1729.0,1947.3763888889,1729.0,91,62
1074,271653,0,9,792,3030,1635.1111111111,2461.5194444444,1275.0,109,67
1075,271653,1,80,0,3770,1660.4125,1895.9722222222,1614.0,100,56
1076,271653,2,75,0,5797,2279.8133333333,2352.0194444444,2176.0,162,46
1077,271653,3,29,1978,6163,3514.6551724138,3996.1416666667,3407.0,256,51
1078,271653,4,12,1848,7969,4218.25,6116.2847222222,4099.5,675,32
1079,271653,5,7,3357,20300,9947.4285714286,10601.425,8636.0,812,45
1080,271653,6,7,1074,11205,5070.5714285714,3291.8944444444,5254.0,812,16
1081,271653,7,3,304,23018,14343.0,17108.5638888889,19707.0,1354,44
1082,422770,0,20,347,2032,1098.15,1270.4027777778,949.5,87,43
1083,422770,1,55,465,3233,1518.1272727273,1896.9861111111,1444.0,80,67
1084,422770,2,34,0,4289,1803.0882352941,2081.1590277778,1797.5,147,45
1085,422770,3,18,1159,3355,2457.6666666667,2607.3927083333,2529.5,156,53
1086,422770,4,1,2010,2010,2010.0,1845.2777777778,2010.0,300,22
1087,422770,5,2,2910,6174,4542.0,5465.6975694444,4542.0,285,63
1088,233172,0,19,293,1924,1049.3684210526,1205.1083333333,955.0,92,39
1089,233172,1,39,400,2499,1392.7179487179,1827.3319444444,1380.0,81,64
1090,233172,2,26,164,3410,1598.5,2029.6534722222,1670.5,151,43
1091,233172,3,12,1596,3380,2657.8333333333,2796.9899305556,2733.5,135,64
1092,233172,4,1,1380,1380,1380.0,1171.0416666667,1380.0,300,15
1093,422844,0,4,603,1688,1008.75,1073.7083333333,872.0,80,39
1094,422844,1,43,161,2500,1402.6279069767,1767.9180555556,1495.0,81,62
1095,422844,2,33,395,4157,2178.2424242424,2662.2694444444,2213.0,126,64
1096,422844,3,20,1063,6667,3661.85,4213.0125,3403.0,232,59
1097,422844,4,3,3680,12248,7844.6666666667,7140.8194444444,7606.0,318,73
1098,422756,0,17,347,1783,1014.3529411765,1121.5638888889,899.0,97,35
1099,422756,1,32,465,2515,1413.09375,1852.8819444444,1438.5,80,66
1100,422756,2,31,0,4289,1712.8709677419,1994.3194444444,1742.0,146,43
1101,422756,3,13,1771,5063,3262.0769230769,3208.9583333333,2934.0,150,66
1102,422756,4,1,2010,2010,2010.0,1845.2777777778,2010.0,300,22
1103,422756,5,1,6174,6174,6174.0,5964.1,6174.0,449,45
1104,199281,0,5,993,1663,1419.2,1883.2986111111,1540.0,75,70
1105,199281,1,33,561,2479,1533.0,1973.2305555556,1593.0,78,71
1106,199281,2,24,435,3264,2027.4166666667,2271.7194444444,1791.0,126,55
1107,199281,3,23,1453,5295,3599.5217391304,3431.8111111111,3525.0,177,61
1108,199281,4,3,3594,13473,8180.6666666667,7185.9375,7475.0,325,72
1109,276189,0,12,853,2480,1767.25,1927.5548611111,1687.0,89,63
1110,276189,1,136,577,3478,1647.2794117647,1759.0972222222,1544.5,98,53
1111,276189,2,71,1029,4006,2373.014084507,2535.7361111111,2228.0,134,58
1112,276189,3,19,2166,4998,3730.4736842105,3993.2013888889,3883.0,205,62
1113,273854,0,11,0,2277,1374.6363636364,1718.1361111111,1346.0,91,55
1114,273854,1,150,0,3748,1405.5666666667,1491.0503472222,1302.5,98,46
1115,273854,2,56,0,5248,2297.5357142857,2314.2013888889,2187.5,135,53
1116,273854,3,9,3668,4783,4259.8888888889,4499.1319444444,4290.0,225,64
1117,273854,-1,1,840,840,840.0,866.3680555556,840.0,105,26
1118,273707,0,14,432,2136,1365.7142857143,1732.1024305556,1456.5,82,61
1119,273707,1,140,0,3748,1474.5785714286,1577.8645833333,1418.0,98,48
1120,273707,2,49,0,4669,2269.2040816327,2275.6736111111,2198.0,135,52
1121,273707,3,14,3038,5451,4341.0,4665.3083333333,4292.0,226,66
1122,273707,4,2,3252,3556,3404.0,4035.7847222222,3404.0,240,55
1123,273707,-1,1,840,840,840.0,866.3680555556,840.0,105,26
1124,273261,0,13,922,2480,1765.5384615385,2168.6069444444,1787.0,89,70
1125,273261,1,128,495,3436,1674.4609375,1789.3111111111,1548.5,96,55
1126,273261,2,60,1043,5172,2826.1,2758.4114583333,2603.0,138,62
1127,273261,3,14,3168,4783,4144.0714285714,4054.0347222222,4219.0,198,65
1128,272701,0,15,563,1862,1257.9333333333,1412.3472222222,1253.0,70,56
1129,272701,1,86,0,2156,969.2790697674,1162.9052083333,955.5,77,44
1130,272701,2,41,0,3734,1771.487804878,1894.2486111111,1772.0,127,46
1131,272701,3,30,1571,4974,3632.7666666667,3608.2277777778,3630.0,211,55
1132,272701,4,9,2548,12906,7620.1111111111,6730.8027777778,6104.0,364,61
1133,272701,5,7,5520,14973,9394.5714285714,10146.3916666667,10248.0,488,69
1134,272701,6,2,6925,11220,9072.5,9184.8194444444,9072.5,414,73
1135,272701,7,2,4307,8819,6563.0,6067.0604166667,6563.0,494,42
1136,272701,8,1,9352,9352,9352.0,8580.5416666667,9352.0,922,33
1137,271389,0,20,0,2430,915.7,838.4861111111,849.5,80,31
1138,271389,1,107,0,2982,1129.5887850467,1240.2902777778,1035.0,77,46
1139,271389,2,29,1103,2938,1987.1379310345,2179.8611111111,2043.0,100,64
1140,271389,3,19,1311,5024,3188.5789473684,3490.7180555556,2889.0,177,62
1141,271389,4,2,10688,14699,12693.5,13568.7736111111,12693.5,772,60
1142,403557,0,16,666,1894,1106.8125,1281.8090277778,1130.5,71,51
1143,403557,1,111,484,2478,1221.2972972973,1363.6805555556,1166.0,72,53
1144,403557,2,38,774,2890,1726.0263157895,1815.3680555556,1714.5,95,56
1145,403557,3,14,1976,4278,3044.6428571429,3779.4229166667,2850.0,139,83
1146,403557,6,1,3053,3053,3053.0,3293.9222222222,3053.0,129,77
1147,271469,0,13,429,1705,1035.4615384615,1277.0944444444,964.0,68,52
1148,271469,1,101,471,2728,1289.9207920792,1471.5583333333,1240.0,72,57
1149,271469,2,39,692,2938,1727.7435897436,2016.625,1783.0,93,63
1150,271469,3,10,1457,3654,2581.9,2889.5579861111,2480.5,116,75
1151,271469,6,1,2035,2035,2035.0,2232.1777777778,2035.0,109,61
1152,271298,0,9,163,1219,718.8888888889,1089.9305555556,771.0,50,56
1153,271298,1,61,213,2728,1104.2950819672,1078.8791666667,1130.0,73,42
1154,271298,2,45,0,3120,1268.2222222222,1535.6361111111,1193.0,92,49
1155,271298,3,22,49,3957,1981.7727272727,1790.9333333333,1852.5,146,39
1156,271298,4,16,1797,7071,4307.875,4429.1989583333,4421.5,277,53
1157,271298,5,4,3200,6250,5303.75,5233.8465277778,5882.5,287,60
1158,271298,6,2,2035,4420,3227.5,4132.3829861111,3227.5,310,45
1159,271298,12,1,17955,17955,17955.0,17364.875,17955.0,810,72
1160,274488,0,3,502,1232,900.3333333333,1439.7222222222,967.0,77,53
1161,274488,1,57,0,3270,1095.5263157895,1148.1277777778,1020.0,84,40
1162,274488,2,51,0,5230,1616.862745098,1632.2597222222,1372.0,113,44
1163,274488,3,8,0,4083,1771.875,1598.5225694444,1757.5,144,36
1164,274488,4,3,3478,17712,9142.3333333333,17460.5861111111,6237.0,738,79
1165,274488,5,2,1317,1770,1543.5,1039.3121527778,1543.5,596,9
1166,274488,-1,1,1870,1870,1870.0,2179.8611111111,1870.0,85,73
1167,274853,0,19,1192,2622,1960.7368421053,2358.8125,2009.0,95,72
1168,274853,1,73,198,4956,2041.8219178082,2364.1861111111,2014.0,104,67
1169,274853,2,36,91,5029,2585.6944444444,2675.2472222222,2332.5,140,59
1170,274853,3,10,1632,5890,3802.4,4382.3065972222,4449.0,174,79
1171,274853,4,5,3719,6916,5320.8,6511.2958333333,6026.0,247,84
1172,274853,5,2,5836,6901,6368.5,6329.8097222222,6368.5,664,34
1173,274853,10,1,7636,7636,7636.0,7630.5277777778,7636.0,415,61
1174,268153,0,26,792,3301,2056.5769230769,2492.0628472222,2226.0,101,73
1175,268153,1,61,541,3663,2206.262295082,2535.4319444444,2203.0,107,70
1176,268153,2,26,0,5355,2651.5384615385,2938.4527777778,2675.0,134,67
1177,268153,3,24,0,7260,3662.25,3759.9055555556,3695.0,192,62
1178,268153,4,7,0,4477,1887.8571428571,1878.2291666667,2052.0,275,24
1179,268153,5,1,0,0,0.0,-1788.5,0.0,1960,0
1180,268153,6,1,825,825,825.0,359.9305555556,825.0,550,5
1181,268456,0,15,1496,2782,2196.7333333333,2664.5,2160.0,95,81
1182,268456,1,62,480,3825,2009.064516129,2511.6309027778,1984.5,94,78
1183,268456,2,35,323,5695,2892.2857142857,3329.6111111111,3030.0,139,73
1184,268456,3,23,1498,6964,4077.5652173913,4825.9083333333,4377.0,203,75
1185,268456,4,6,1808,10801,5371.8333333333,5173.5201388889,4470.0,333,52
1186,274232,0,16,89,2842,1666.5625,1917.2638888889,1690.0,95,59
1187,274232,1,68,198,4862,2276.9705882353,2533.7083333333,2193.5,106,71
1188,274232,2,33,99,5873,2768.6666666667,2970.6944444444,2317.0,160,58
1189,274232,3,6,2013,4156,2665.6666666667,3303.8583333333,2403.5,134,75
1190,274232,4,6,3240,6136,4233.6666666667,3297.1413194444,3948.5,391,30
1191,274232,5,3,6306,26813,13889.6666666667,10450.1527777778,8550.0,841,43
1192,274232,8,1,15505,15505,15505.0,14777.9375,15505.0,935,54
1193,274232,19,1,9791,9791,9791.0,9027.6666666667,9791.0,971,33
1194,275678,0,21,811,2782,1808.1904761905,2337.825,1885.0,94,72
1195,275678,1,58,521,4116,1977.2068965517,2390.29375,2008.5,97,72
1196,275678,2,36,323,5119,2437.5833333333,2912.24375,2372.5,131,68
1197,275678,3,19,0,7260,3535.6842105263,4633.675,3587.0,178,81
1198,275678,4,6,2573,6854,4878.3333333333,4728.9805555556,5007.5,246,62
1199,275678,5,1,6901,6901,6901.0,6305.375,6901.0,845,27
1200,115295,0,105,733,3645,1852.5523809524,1955.3861111111,1818.0,83,67
1201,115295,1,179,891,4339,2270.1675977654,2392.7777777778,2211.0,100,70
1202,115295,2,135,1403,6254,3357.6518518519,3395.9194444444,3110.0,157,67
1203,115295,3,41,1317,8023,4228.6829268293,4826.5166666667,3925.0,223,69
1204,115295,4,12,2778,9630,6344.0833333333,6472.3625,5910.0,256,81
1205,115295,5,1,6220,6220,6220.0,6413.05,6220.0,253,81
1206,115295,-1,1,2184,2184,2184.0,2261.9861111111,2184.0,168,43
1207,32059,0,70,433,2568,1442.6714285714,1463.0416666667,1314.0,74,56
1208,32059,1,93,681,3720,1994.7096774194,2135.8583333333,2021.0,94,66
1209,32059,2,74,950,6288,3193.3513513514,3070.0555555556,2968.5,158,61
1210,32059,3,39,1317,6948,3748.8205128205,3552.4638888889,3848.0,191,59
1211,32059,4,13,3011,6701,4593.6923076923,4751.3875,4396.0,209,72
1212,32059,5,1,8836,8836,8836.0,8729.7861111111,8836.0,431,67
1213,268404,0,54,434,3813,1744.6296296296,1901.5993055556,1452.0,81,67
1214,268404,1,83,596,5616,2610.3253012048,2954.4722222222,2521.0,132,68
1215,268404,2,69,0,9180,3906.7536231884,4016.7236111111,3721.0,199,64
1216,268404,3,8,2113,7872,4236.625,4610.3555555556,3918.5,206,71
1217,268404,4,2,4842,18802,11822.0,11456.9697916667,11822.0,457,83
1218,268404,5,1,4184,4184,4184.0,4359.8236111111,4184.0,179,76
1219,268404,8,1,2231,2231,2231.0,1444.2847222222,2231.0,923,8
1220,276450,0,22,1100,2686,2035.4545454545,2284.0128472222,2078.0,96,70
1221,276450,1,60,806,4840,2476.9666666667,2597.7861111111,2373.5,116,67
1222,276450,2,66,1020,9373,4002.3636363636,3991.5538194444,3558.5,193,66
1223,276450,3,36,2533,9782,6232.75,6532.9930555556,6175.5,313,68
1224,276450,4,13,2772,11842,7081.1538461538,8063.2555555556,6829.0,356,74
1225,276450,5,3,7138,9773,8644.3333333333,8503.4861111111,9022.0,382,73
1226,276450,6,1,15838,15838,15838.0,15846.7791666667,15838.0,543,96
1227,275024,0,29,0,3052,1427.0,1661.5611111111,1483.0,101,49
1228,275024,1,54,140,5025,1830.7592592593,1885.8333333333,1647.0,120,48
1229,275024,2,45,0,7128,2913.2,2592.5138888889,2795.0,190,44
1230,275024,3,28,0,7244,3200.7857142857,3370.775,2994.0,246,45
1231,275024,4,13,0,13335,5237.5384615385,5721.375,6430.0,296,63
1232,275024,5,11,2527,29920,14332.8181818182,14528.4194444444,13958.0,806,61
1233,417519,0,27,1042,4316,2325.8518518519,2250.8333333333,2300.0,100,66
1234,417519,1,84,0,6688,2874.6666666667,3118.8489583333,2860.5,135,71
1235,417519,2,51,0,9427,3829.5294117647,3970.3888888889,3892.0,260,50
1236,417519,3,44,0,18141,6702.2954545455,7274.3993055556,6024.5,351,68
1237,417519,4,22,0,15375,6383.0,6825.7788194444,5816.5,487,48
1238,417519,5,4,6436,16100,9819.5,10632.6527777778,8371.0,570,63
1239,417519,6,3,10782,19639,15087.0,12645.8305555556,14840.0,1281,35
1240,417522,0,21,0,4316,2236.8095238095,2216.7666666667,2253.0,93,69
1241,417522,1,88,0,6044,2898.6477272727,3338.4319444444,2926.5,133,76
1242,417522,2,38,1045,7145,3714.2631578947,3263.6069444444,3928.5,216,49
1243,417522,3,34,0,13091,6483.0,7041.4583333333,6266.5,350,66
1244,417522,4,17,0,26140,9232.1176470588,8455.8333333333,8845.0,600,48
1245,417522,5,6,1561,25411,13250.5,10632.6527777778,13066.0,570,63
1246,417522,6,5,9334,34001,18082.8,18780.2638888889,14840.0,1085,59
1247,417522,8,1,12715,12715,12715.0,11036.1805555555,12715.0,1795,23
1248,118904,0,30,1104,3618,2344.7666666667,2683.7638888889,2363.0,93,83
1249,118904,1,79,0,6295,2860.2405063291,3182.5972222222,2903.0,130,74
1250,118904,2,34,1334,7916,4390.0882352941,4777.7486111111,4516.0,276,57
1251,118904,3,33,0,13091,6247.9393939394,7264.5138888889,6188.0,350,68
1252,118904,4,14,0,20525,8012.9285714286,6526.4027777778,7284.0,519,43
1253,118904,5,7,1286,19963,8529.7142857143,6930.7416666667,9635.0,457,51
1254,118904,6,3,12600,34001,20480.3333333333,18544.0277777778,14840.0,1400,46
1255,118904,8,1,12715,12715,12715.0,11036.1805555555,12715.0,1795,23
1256,118904,-1,1,2613,2613,2613.0,2876.8083333333,2613.0,114,75
1257,268201,0,19,0,4316,2112.6842105263,2156.5416666667,2002.0,90,69
1258,268201,1,77,0,6295,3013.025974026,3406.4638888889,2975.0,134,77
1259,268201,2,41,0,9175,3794.1707317073,3856.8333333333,3892.0,264,48
1260,268201,3,33,0,14885,6709.3636363636,7376.0416666667,6188.0,350,69
1261,268201,4,15,0,14072,5905.0,5122.1666666667,5280.0,543,33
1262,268201,5,7,1561,25411,12316.1428571429,10478.5416666667,10032.0,700,51
1263,268201,6,3,9334,19639,14604.3333333333,18780.2638888889,14840.0,1085,59
1264,268201,8,1,12715,12715,12715.0,11036.1805555555,12715.0,1795,23
1265,274552,0,14,1196,3650,2242.0,2453.8138888889,2296.5,127,59
1266,274552,1,59,0,5808,2846.5762711864,3282.2625,2706.0,139,72
1267,274552,2,52,92,9802,4026.1730769231,4477.7388888889,3863.0,232,62
1268,274552,3,33,0,14591,5680.2424242424,6104.625,5178.0,317,63
1269,274552,4,17,187,17867,8148.6470588235,8846.1805555556,8845.0,564,53
1270,274552,5,3,2880,22233,10968.3333333333,7583.8888888889,7792.0,481,53
1271,274552,6,2,10782,14840,12811.0,11780.146875,12811.0,1341,32
1272,273808,0,28,0,2888,1303.6785714286,1295.6993055556,1006.5,129,32
1273,273808,1,85,0,3964,1886.5647058824,2259.9583333333,1872.0,120,57
1274,273808,2,78,0,5887,2337.6923076923,2210.1510416667,2226.5,193,38
1275,273808,3,34,774,5390,3148.1176470588,3125.8194444444,3206.5,239,43
1276,273808,4,9,2750,7225,4645.6666666667,5284.1861111111,4428.0,282,61
1277,273808,5,5,5373,23700,13077.4,9504.1944444444,13499.0,620,52
1278,273808,6,1,9957,9957,9957.0,9718.125,9957.0,515,63
1279,268215,0,33,0,2987,1529.9696969697,2111.7277777778,1657.0,124,52
1280,268215,1,79,0,3860,1870.8481012658,2291.9972222222,1869.0,117,59
1281,268215,2,71,0,5887,2337.7605633803,2307.6111111111,2265.0,205,37
1282,268215,3,31,774,6360,3348.9032258065,3721.9861111111,3295.0,288,43
1283,268215,4,5,5748,7251,6266.0,6483.8194444444,6037.0,350,61
1284,268215,5,6,2467,23528,12301.8333333333,9842.5545138889,13459.5,650,52
1285,268215,6,2,9685,15260,12472.5,12845.6427083333,12472.5,836,53
1286,273355,0,16,792,3335,2133.9375,2037.9166666667,2310.0,110,56
1287,273355,1,83,840,3785,2154.3614457831,2364.1861111111,2113.0,104,67
1288,273355,2,61,1383,6693,3068.2786885246,2976.1694444444,2844.0,182,52
1289,273355,3,38,1958,6701,3887.2105263158,3546.9635416667,3894.0,205,56
1290,273355,4,7,3419,7190,5276.1428571429,5700.0833333333,5600.0,280,66
1291,117156,0,21,261,2990,1466.4285714286,1718.5416666667,1330.0,100,51
1292,117156,1,55,280,5123,2207.2545454545,2351.7152777778,2213.0,123,58
1293,117156,2,46,0,6469,2698.652173913,2946.1583333333,2660.5,178,53
1294,117156,3,20,0,7761,3017.35,1797.1180555556,2264.5,300,22
1295,117156,4,15,3818,13019,7371.6666666667,7481.8916666667,6987.0,414,60
1296,117156,5,7,6602,23400,13105.4285714286,15321.8888888889,11495.0,795,65
1297,117156,6,1,15824,15824,15824.0,15241.3861111111,15824.0,946,55
1298,268012,0,17,760,2166,1543.6470588235,1783.1263888889,1728.0,93,56
1299,268012,1,54,0,2880,1582.0,1890.3958333333,1677.0,98,57
1300,268012,2,39,0,3957,1849.358974359,1789.6152777778,1777.0,141,40
1301,268012,3,21,128,6949,3612.9047619048,3344.6166666667,4303.0,264,42
1302,268012,4,5,2556,5167,3689.2,3225.9916666667,3455.0,254,42
1303,268012,5,7,2467,13499,8897.0,9939.9638888889,10145.0,566,59
1304,268012,6,5,6477,30325,17964.8,17307.5902777778,15260.0,1017,58
1305,268012,9,1,7657,7657,7657.0,7029.2916666667,7657.0,752,33
1306,416300,0,57,1030,3591,2003.2456140351,2256.9166666667,2011.0,95,69
1307,416300,1,107,1200,3961,2296.3925233645,2556.3180555556,2201.0,101,74
1308,416300,2,92,1092,5978,3307.8695652174,3503.7972222222,3121.5,152,71
1309,416300,3,25,2459,6269,3906.36,4165.7652777778,3759.0,187,70
1310,416300,4,4,5592,6169,5965.5,6240.2833333333,6050.5,236,84
1311,416300,5,1,5807,5807,5807.0,5873.8638888889,5807.0,294,65
1312,416300,-1,1,1025,1025,1025.0,1186.25,1025.0,75,45
1313,416314,0,64,172,2400,1186.609375,1242.4194444444,1158.0,102,37
1314,416314,1,79,264,3677,1754.7848101266,2002.4305555556,1775.0,100,59
1315,416314,2,66,570,4752,2486.6515151515,2693.7,2376.5,142,59
1316,416314,3,22,1373,5385,3176.2727272727,3724.0138888889,3081.5,180,65
1317,416314,4,4,3675,5969,4772.75,4731.1857638889,4723.5,228,67
1318,416314,5,1,9765,9765,9765.0,9858.8527777778,9765.0,378,85
1319,416314,-1,1,759,759,759.0,870.1194444444,759.0,74,34
1320,416306,0,63,160,2588,1296.6349206349,1446.8194444444,1258.0,101,43
1321,416306,1,83,264,3712,1916.5301204819,2327.4833333333,1925.0,104,66
1322,416306,2,62,578,4835,2595.3225806452,2844.6680555556,2476.5,141,62
1323,416306,3,19,1554,4675,3244.8421052632,3923.1416666667,3202.0,178,69
1324,416306,4,3,3726,6169,5297.0,6139.0972222222,5996.0,235,83
1325,416306,5,1,9394,9394,9394.0,9443.1583333333,9394.0,366,84
1326,416306,-1,1,1025,1025,1025.0,1186.25,1025.0,75,45
1327,273486,0,63,172,2400,1181.5873015873,1242.4194444444,1147.0,102,37
1328,273486,1,71,0,3752,1797.5211267606,2087.5972222222,1878.0,105,59
1329,273486,2,50,570,4752,2529.88,2798.7388888889,2376.5,156,56
1330,273486,3,12,1373,4079,2709.4166666667,2768.6770833333,2635.0,185,48
1331,273486,4,2,5210,5969,5589.5,5729.4100694444,5589.5,236,78
1332,273486,5,2,9765,9929,9847.0,9888.7625,9847.0,400,81
1333,416302,0,40,172,2397,1225.35,1377.6215277778,1182.5,88,46
1334,416302,1,74,0,4396,2028.3108108108,2328.4972222222,2138.0,106,65
1335,416302,2,54,570,4752,2577.3888888889,2931.9638888889,2457.5,138,65
1336,416302,3,17,1373,5803,3382.2941176471,3849.6347222222,2971.0,197,62
1337,416302,4,2,7655,11971,9813.0,9681.8277777778,9813.0,402,79
1338,416302,5,4,5522,14391,8830.25,7740.0024305556,7704.0,542,49
1339,416302,-1,1,759,759,759.0,870.1194444444,759.0,74,34
1340,272845,0,5,1051,1616,1366.8,1523.875,1429.0,66,63
1341,272845,1,24,223,2356,1340.4166666667,1549.8305555556,1424.0,98,47
1342,272845,2,22,413,3814,1676.7272727273,1506.6895833333,1312.5,139,35
1343,272845,3,17,523,9373,3702.8823529412,4198.3111111111,3552.0,264,52
1344,272845,4,24,1890,11579,6298.4166666667,6228.2940972222,6404.5,405,52
1345,272845,5,15,3843,21412,11313.7333333333,12090.4222222222,13574.0,828,50
1346,272845,6,4,8281,27025,16466.75,16724.0972222222,15280.5,1082,53
1347,272845,8,1,21569,21569,21569.0,20256.4861111111,21569.0,1430,49
1348,269088,0,5,276,1899,1166.2,1714.8916666667,1135.0,68,69
1349,269088,1,34,0,2080,1212.7058823529,1550.8697916667,1232.5,80,56
1350,269088,2,27,63,3933,1551.7407407407,1635.4027777778,1249.0,140,37
1351,269088,3,23,523,7874,3354.0869565217,3890.7986111111,2898.0,215,58
1352,269088,4,16,1840,11919,6014.1875,5906.9420138889,5897.0,304,64
1353,269088,5,5,3245,13833,6308.4,4098.3416666667,4120.0,263,51
1354,269147,0,7,484,1051,798.8571428571,1046.1305555556,831.0,66,44
1355,269147,1,33,0,2772,1216.5757575758,1493.6611111111,1254.0,89,49
1356,269147,2,23,56,2842,1176.7826086957,1022.3041666667,1003.0,141,24
1357,269147,3,21,463,7886,3667.4761904762,3891.9138888889,3872.0,273,47
1358,269147,4,13,1615,11365,5815.2307692308,5514.1361111111,5771.0,331,55
1359,269147,5,7,3993,15879,8647.8571428571,7568.6805555556,6361.0,480,53
1360,269147,8,1,21446,21446,21446.0,20467.7805555555,21446.0,1414,50
1361,269049,0,4,974,1547,1176.75,1478.5034722222,1093.0,67,61
1362,269049,1,25,0,2080,1166.8,1178.7472222222,1146.0,84,41
1363,269049,2,22,245,4726,1744.5909090909,1659.2291666667,1496.0,140,38
1364,269049,3,20,523,7874,3262.55,3502.9861111111,3211.5,250,46
1365,269049,4,14,1890,11919,6506.5714285714,6322.1041666667,6681.5,460,47
1366,269049,5,7,4120,21284,11775.4285714286,12872.9416666667,9576.0,864,51
1367,269049,6,2,7496,15328,11412.0,10468.7069444444,11412.0,876,42
1368,269049,7,1,29120,29120,29120.0,27471.3194444444,29120.0,2240,43
1369,269049,8,1,21569,21569,21569.0,20256.4861111111,21569.0,1430,49
1370,269064,0,3,1051,1899,1361.6666666667,1366.5194444444,1135.0,74,52
1371,269064,1,29,146,3103,1290.9310344828,1385.9861111111,1196.0,96,43
1372,269064,2,18,413,3933,1723.0555555556,1626.8607638889,1312.5,142,37
1373,269064,3,15,523,5647,2817.7333333333,3178.3388888889,1883.0,257,41
1374,269064,4,14,1890,11919,7347.5714285714,7626.9791666667,7227.0,460,56
1375,269064,5,8,4120,17125,11045.25,12652.3194444444,11575.0,858,51
1376,269064,6,1,7496,7496,7496.0,6876.8027777778,7496.0,789,31
1377,269064,7,1,29120,29120,29120.0,27471.3194444444,29120.0,2240,43
1378,269064,8,1,21569,21569,21569.0,20256.4861111111,21569.0,1430,49
1379,269011,0,8,0,2609,1588.625,1606.5069444444,1803.5,105,46
1380,269011,1,27,156,3235,1727.8148148148,2193.9541666667,1702.0,109,60
1381,269011,2,29,559,4320,2248.1724137931,2597.7861111111,2387.0,116,67
1382,269011,3,30,0,9938,4003.6,4261.375,3397.5,216,63
1383,269011,4,23,2884,15164,6473.2608695652,6600.7208333333,5889.0,327,66
1384,269011,5,10,4427,14499,9193.2,10886.3784722222,8448.0,448,80
1385,269011,6,2,6965,11361,9163.0,8945.2881944444,9163.0,583,52
1386,269011,7,2,11552,20613,16082.5,15508.7486111111,16082.5,992,54
1387,269165,0,4,1166,1896,1565.0,2089.625,1599.0,66,86
1388,269165,1,42,338,2642,1427.0476190476,1887.1513888889,1474.0,67,77
1389,269165,2,34,973,2387,1644.9117647059,2002.3291666667,1588.0,76,74
1390,269165,3,20,1135,3015,2096.6,2407.5045138889,2011.5,97,73
1391,269165,4,9,1598,2420,2086.1111111111,1980.7333333333,2116.0,103,57
1392,269165,5,2,1176,4241,2708.5,2659.0503472222,2708.5,135,61
1393,269165,7,1,4864,4864,4864.0,5106.9583333333,4864.0,190,84
1394,268927,0,4,1166,1896,1565.0,2089.625,1599.0,66,86
1395,268927,1,34,338,2559,1448.3235294118,1875.8972222222,1512.5,66,77
1396,268927,2,32,973,2387,1667.4375,2072.7944444444,1604.5,76,76
1397,268927,3,20,810,3015,2020.05,2312.3763888889,1962.0,92,73
1398,268927,4,6,1598,2420,2017.0,2499.7430555556,1979.0,96,76
1399,268927,5,2,1176,4241,2708.5,2659.0503472222,2708.5,135,61
1400,268927,7,1,4864,4864,4864.0,5106.9583333333,4864.0,190,84
1401,273667,0,3,1281,1675,1487.0,1690.1527777778,1505.0,62,73
1402,273667,1,23,169,2396,1435.3043478261,1957.0083333333,1563.0,72,75
1403,273667,2,22,1319,3950,2086.1363636364,2190.5069444444,1934.0,86,73
1404,273667,3,12,1108,3983,2234.0833333333,2164.2472222222,1984.0,110,59
